age,month_income,employment_length,home_ownership,loan_intent,loan_amount,loan_interest_rate,previous_loans,previous_default,loan_grade,loan_status
27,75000,0,MORTGAGE,HOME_IMPROVEMENT,23200,,9,NO,D,1
34,58650,7,MORTGAGE,MEDICAL,12000,20.17,10,YES,G,0
32,75000,5,MORTGAGE,PERSONAL,15000,13.57,6,NO,C,1
31,75000,8,MORTGAGE,VENTURE,15600,11.83,5,NO,B,1
30,75000,4,MORTGAGE,VENTURE,15000,11.48,7,NO,B,1
28,75000,2,MORTGAGE,MEDICAL,20000,12.18,5,NO,B,1
28,75000,3,MORTGAGE,HOME_IMPROVEMENT,6000,11.48,8,NO,B,1
27,75000,1,MORTGAGE,PERSONAL,18000,13.57,9,YES,C,1
31,75000,1,RENT,MEDICAL,10000,13.47,6,YES,C,1
28,75000,10,MORTGAGE,MEDICAL,9800,,7,NO,A,1
29,75000,9,MORTGAGE,DEBT_CONSOLIDATION,10000,11.48,10,NO,B,1
28,77250,1,RENT,PERSONAL,10000,9.2,7,NO,B,1
31,60775,4,RENT,MEDICAL,10000,16.49,6,YES,D,0
31,75000,3,MORTGAGE,VENTURE,8000,18.21,7,YES,F,1
34,75000,2,MORTGAGE,DEBT_CONSOLIDATION,8400,,8,YES,C,1
29,75000,1,MORTGAGE,MEDICAL,12000,9.63,6,NO,A,1
32,75000,0,MORTGAGE,EDUCATION,10000,11.89,5,NO,B,1
31,78504,2,RENT,EDUCATION,10000,11.41,8,YES,C,1
35,79000,7,RENT,MEDICAL,10000,7.51,8,NO,A,1
33,75000,13,MORTGAGE,VENTURE,4000,14.11,7,NO,D,1
28,75000,5,MORTGAGE,VENTURE,10000,12.21,5,NO,B,1
28,79200,6,RENT,MEDICAL,10000,7.66,10,NO,A,1
29,80000,3,RENT,EDUCATION,10000,17.27,8,NO,D,1
30,69000,3,MORTGAGE,HOME_IMPROVEMENT,8500,,5,NO,C,0
34,80000,6,RENT,DEBT_CONSOLIDATION,10000,9.91,7,NO,B,1
28,75000,4,OTHER,VENTURE,7200,15.05,6,YES,D,1
31,75000,0,MORTGAGE,EDUCATION,20000,14.74,10,NO,D,1
31,80000,6,RENT,PERSONAL,10000,,9,NO,A,1
27,75000,11,OWN,HOME_IMPROVEMENT,6000,13.47,7,NO,C,1
27,75000,0,MORTGAGE,EDUCATION,4200,9.32,8,NO,A,1
27,75000,2,MORTGAGE,VENTURE,8000,10.95,7,NO,B,1
33,75000,3,MORTGAGE,HOME_IMPROVEMENT,15000,12.21,10,NO,B,1
34,75000,7,MORTGAGE,DEBT_CONSOLIDATION,6500,9.38,7,NO,A,1
31,80000,3,RENT,VENTURE,10000,7.66,7,NO,A,1
27,75000,1,MORTGAGE,HOME_IMPROVEMENT,3900,10.51,8,NO,B,1
27,58650,5,MORTGAGE,MEDICAL,7500,15.07,9,YES,E,0
28,75000,12,MORTGAGE,VENTURE,15250,11.34,5,NO,C,1
33,75000,17,OWN,PERSONAL,6000,7.68,7,NO,A,1
29,75000,0,MORTGAGE,PERSONAL,3000,9.45,10,NO,B,1
30,69000,0,MORTGAGE,DEBT_CONSOLIDATION,14000,10.14,10,NO,B,0
31,80000,0,RENT,HOME_IMPROVEMENT,10000,8.59,6,NO,A,1
27,75000,11,MORTGAGE,EDUCATION,21000,15.2,8,NO,E,1
27,75000,0,OWN,HOME_IMPROVEMENT,7500,8.38,6,NO,A,1
29,69000,2,MORTGAGE,HOME_IMPROVEMENT,25000,12.8,5,YES,D,0
27,80004,11,RENT,PERSONAL,10000,15.2,7,NO,D,1
35,75000,5,MORTGAGE,PERSONAL,5000,8.7,9,NO,B,1
35,80004,5,RENT,EDUCATION,10000,7.51,10,NO,A,1
30,81004,3,RENT,VENTURE,10000,6.91,9,NO,A,1
27,75288,12,MORTGAGE,MEDICAL,18050,10.0,10,NO,B,1
32,75333,1,MORTGAGE,EDUCATION,15000,11.58,5,NO,B,1
27,75400,3,MORTGAGE,MEDICAL,6000,7.74,9,NO,A,1
27,75500,8,MORTGAGE,EDUCATION,9000,7.9,5,NO,A,1
28,75500,12,MORTGAGE,EDUCATION,3500,14.91,9,NO,D,1
35,75573,9,MORTGAGE,HOME_IMPROVEMENT,22000,9.88,8,NO,B,1
29,83000,13,RENT,EDUCATION,10000,11.99,6,NO,B,1
27,75600,4,MORTGAGE,PERSONAL,25000,13.61,6,NO,C,1
28,83004,3,RENT,DEBT_CONSOLIDATION,10000,11.86,10,NO,B,1
28,65984,12,RENT,MEDICAL,10000,15.33,5,NO,D,0
27,75670,0,MORTGAGE,MEDICAL,10000,8.94,10,NO,A,1
30,75689,13,MORTGAGE,HOME_IMPROVEMENT,10000,13.48,8,NO,C,1
33,75693,5,MORTGAGE,EDUCATION,22000,10.25,10,NO,B,1
27,77976,2,RENT,VENTURE,10000,13.85,5,YES,C,0
29,59354,5,MORTGAGE,MEDICAL,9600,13.67,10,YES,D,0
27,75852,0,MORTGAGE,DEBT_CONSOLIDATION,4000,9.32,9,NO,A,1
33,78000,7,RENT,HOME_IMPROVEMENT,10000,13.06,9,YES,C,0
30,59497,4,MORTGAGE,MEDICAL,17000,16.89,8,NO,D,0
29,75996,3,OWN,VENTURE,8000,10.74,10,NO,B,1
32,84456,5,RENT,DEBT_CONSOLIDATION,10000,9.88,10,NO,B,1
33,84996,17,RENT,EDUCATION,10000,8.0,10,NO,A,1
27,84996,12,RENT,PERSONAL,10000,10.51,7,NO,B,1
29,76000,13,OWN,MEDICAL,28000,16.77,10,NO,D,1
33,85000,0,RENT,PERSONAL,10000,,5,NO,B,1
30,85000,4,RENT,HOME_IMPROVEMENT,10000,6.62,9,NO,A,1
27,76000,7,MORTGAGE,EDUCATION,6400,10.65,7,NO,B,1
28,70000,12,MORTGAGE,DEBT_CONSOLIDATION,9000,5.42,7,NO,A,0
34,85000,3,RENT,HOME_IMPROVEMENT,10000,12.87,7,NO,C,1
30,85000,0,RENT,DEBT_CONSOLIDATION,10000,13.16,10,YES,C,1
27,76000,11,MORTGAGE,DEBT_CONSOLIDATION,12000,,6,NO,A,1
35,76000,6,MORTGAGE,PERSONAL,10000,5.42,10,NO,A,1
30,76000,5,MORTGAGE,HOME_IMPROVEMENT,6250,7.88,10,NO,A,1
27,85248,0,RENT,MEDICAL,10000,9.99,9,NO,B,1
27,76000,2,MORTGAGE,DEBT_CONSOLIDATION,10000,10.99,9,NO,B,1
29,88000,7,RENT,HOME_IMPROVEMENT,10000,7.51,5,NO,A,1
27,88000,4,RENT,VENTURE,10000,7.51,7,NO,A,1
31,89000,1,RENT,VENTURE,10000,10.99,9,NO,B,1
27,89904,1,RENT,EDUCATION,10000,10.0,5,NO,B,1
34,70000,7,MORTGAGE,DEBT_CONSOLIDATION,17000,11.14,8,NO,B,0
31,78000,15,RENT,EDUCATION,10000,14.27,10,NO,C,0
27,90000,7,RENT,VENTURE,10000,14.27,8,YES,C,1
30,76080,8,MORTGAGE,HOME_IMPROVEMENT,12000,11.14,5,NO,B,1
29,76176,12,MORTGAGE,MEDICAL,4800,6.99,7,NO,A,1
30,76200,3,MORTGAGE,HOME_IMPROVEMENT,3200,8.49,7,NO,A,1
29,76200,13,MORTGAGE,EDUCATION,20000,6.91,7,NO,A,1
33,76248,17,MORTGAGE,MEDICAL,10400,7.66,5,NO,A,1
27,90000,4,RENT,HOME_IMPROVEMENT,10000,7.49,10,NO,A,1
30,90000,14,RENT,PERSONAL,10000,15.62,6,YES,D,1
30,76404,14,MORTGAGE,MEDICAL,12000,6.54,5,NO,A,1
27,90000,3,RENT,DEBT_CONSOLIDATION,10000,7.66,7,NO,A,1
28,76500,12,MORTGAGE,MEDICAL,10000,12.42,7,NO,B,1
29,76500,13,MORTGAGE,EDUCATION,13475,8.94,9,NO,A,1
32,90000,2,RENT,DEBT_CONSOLIDATION,10000,11.12,8,NO,B,1
29,76596,14,MORTGAGE,HOME_IMPROVEMENT,17600,13.16,7,NO,C,1
30,90000,4,RENT,EDUCATION,10000,14.18,10,YES,E,1
27,76788,0,MORTGAGE,DEBT_CONSOLIDATION,17000,12.42,10,NO,B,1
27,60174,11,MORTGAGE,MEDICAL,3025,10.99,10,NO,B,0
27,76800,3,MORTGAGE,EDUCATION,5000,11.49,7,NO,B,1
29,76800,,OWN,VENTURE,2400,9.62,10,NO,B,1
27,70800,0,MORTGAGE,EDUCATION,20000,21.21,8,YES,G,0
28,76992,8,MORTGAGE,EDUCATION,1800,12.18,8,NO,B,1
31,77000,4,MORTGAGE,VENTURE,10000,14.65,5,NO,C,1
32,77000,9,MORTGAGE,EDUCATION,10000,16.77,8,YES,D,1
30,80004,2,RENT,DEBT_CONSOLIDATION,10000,12.21,6,NO,B,0
31,77000,15,MORTGAGE,HOME_IMPROVEMENT,6000,12.69,8,NO,B,1
27,77000,12,MORTGAGE,EDUCATION,4900,6.03,7,NO,A,1
28,77000,4,MORTGAGE,DEBT_CONSOLIDATION,2600,11.71,5,NO,B,1
29,93000,1,RENT,HOME_IMPROVEMENT,10000,11.14,8,NO,B,1
33,77000,9,MORTGAGE,PERSONAL,12000,7.29,10,NO,A,1
27,77000,11,MORTGAGE,VENTURE,18500,11.11,10,NO,B,1
34,95000,7,RENT,MEDICAL,10000,9.99,6,NO,B,1
30,77000,4,MORTGAGE,DEBT_CONSOLIDATION,8000,7.14,7,NO,A,1
35,60350,15,MORTGAGE,MEDICAL,25000,16.82,5,NO,E,0
29,95000,1,RENT,PERSONAL,10000,10.38,5,NO,B,1
29,77000,3,MORTGAGE,PERSONAL,5000,7.14,7,NO,A,1
30,77000,5,MORTGAGE,DEBT_CONSOLIDATION,1500,6.39,7,NO,A,1
30,77000,2,MORTGAGE,PERSONAL,25000,12.18,10,NO,B,1
27,71000,0,OWN,VENTURE,5000,17.39,9,NO,E,0
27,102000,2,RENT,HOME_IMPROVEMENT,10150,,6,NO,A,1
28,77000,5,MORTGAGE,PERSONAL,15000,12.21,5,NO,B,1
27,146000,3,RENT,VENTURE,10175,12.99,6,NO,C,0
35,77040,8,MORTGAGE,HOME_IMPROVEMENT,5900,5.99,7,NO,A,1
29,44000,0,RENT,EDUCATION,10200,10.2,8,NO,B,1
27,77065,11,MORTGAGE,PERSONAL,23700,6.17,10,NO,A,1
27,48000,5,RENT,MEDICAL,10200,10.38,10,NO,B,1
28,54400,0,RENT,MEDICAL,10200,16.89,5,NO,D,0
29,77248,13,MORTGAGE,HOME_IMPROVEMENT,21600,13.85,7,YES,C,1
28,90000,1,RENT,PERSONAL,10200,8.9,8,NO,A,1
35,77268,11,MORTGAGE,EDUCATION,7500,11.03,7,NO,C,1
30,77270,9,MORTGAGE,HOME_IMPROVEMENT,3000,7.74,5,NO,A,1
29,77367,12,OWN,EDUCATION,1000,7.37,9,NO,A,1
31,21000,15,RENT,MEDICAL,11000,8.59,6,NO,A,0
29,71400,14,MORTGAGE,PERSONAL,10000,14.27,8,NO,C,0
28,77500,3,OWN,EDUCATION,8000,8.49,7,NO,A,1
32,77500,3,MORTGAGE,PERSONAL,13000,,10,NO,B,1
30,77500,2,MORTGAGE,DEBT_CONSOLIDATION,9000,7.88,7,NO,A,1
27,30000,8,RENT,DEBT_CONSOLIDATION,11000,9.91,10,NO,B,0
28,77544,2,MORTGAGE,PERSONAL,15000,16.63,5,YES,E,1
28,71652,11,MORTGAGE,PERSONAL,25000,20.03,9,NO,G,0
33,32400,8,RENT,EDUCATION,11000,6.99,10,NO,A,0
31,77940,3,MORTGAGE,DEBT_CONSOLIDATION,16250,10.99,10,NO,B,1
29,78000,2,MORTGAGE,PERSONAL,18000,6.62,5,NO,A,1
33,78000,17,MORTGAGE,MEDICAL,3200,13.49,6,NO,C,1
29,35000,4,RENT,MEDICAL,11000,8.59,10,NO,A,0
33,78000,6,MORTGAGE,MEDICAL,20000,15.96,10,NO,C,1
28,78000,0,MORTGAGE,HOME_IMPROVEMENT,19700,7.9,9,NO,A,1
28,78000,7,MORTGAGE,HOME_IMPROVEMENT,10000,9.91,5,NO,B,1
27,120000,2,RENT,DEBT_CONSOLIDATION,11050,12.69,7,NO,B,1
31,72000,4,MORTGAGE,EDUCATION,9000,15.96,5,YES,C,0
30,78000,1,MORTGAGE,VENTURE,26000,15.96,5,YES,C,1
28,78000,12,MORTGAGE,MEDICAL,12000,10.99,10,NO,B,1
27,39000,6,RENT,DEBT_CONSOLIDATION,11100,,9,YES,C,0
27,61200,3,MORTGAGE,MEDICAL,13000,8.49,10,NO,A,0
28,78000,1,MORTGAGE,HOME_IMPROVEMENT,5000,12.99,7,YES,C,1
32,78000,3,MORTGAGE,DEBT_CONSOLIDATION,8000,6.99,10,NO,A,1
29,72000,12,MORTGAGE,DEBT_CONSOLIDATION,12000,15.62,9,YES,D,0
35,78000,9,MORTGAGE,HOME_IMPROVEMENT,9450,10.99,8,NO,B,1
29,78000,0,MORTGAGE,PERSONAL,9600,,5,NO,B,1
32,50000,3,RENT,HOME_IMPROVEMENT,11100,10.59,10,NO,B,1
31,75000,5,RENT,HOME_IMPROVEMENT,11100,6.03,5,NO,A,1
27,78000,6,MORTGAGE,VENTURE,15275,16.89,6,NO,D,1
33,34000,17,RENT,DEBT_CONSOLIDATION,11175,14.96,8,NO,D,0
30,30809,1,RENT,EDUCATION,11200,11.99,7,NO,B,0
33,78000,17,MORTGAGE,VENTURE,10000,,10,NO,D,1
34,33500,0,RENT,VENTURE,11200,12.21,9,NO,B,0
28,78000,5,MORTGAGE,DEBT_CONSOLIDATION,12000,5.79,5,NO,A,1
31,34800,7,RENT,DEBT_CONSOLIDATION,11200,13.23,7,YES,C,0
29,34900,2,RENT,MEDICAL,11200,9.99,10,NO,B,0
33,35000,5,RENT,MEDICAL,11200,10.36,9,NO,B,0
31,35000,3,RENT,MEDICAL,11200,11.12,6,NO,B,0
27,78000,0,MORTGAGE,HOME_IMPROVEMENT,5000,5.42,7,NO,A,1
30,78000,2,MORTGAGE,EDUCATION,20000,11.11,5,NO,B,1
31,78000,9,MORTGAGE,HOME_IMPROVEMENT,5000,5.79,10,NO,A,1
29,78000,13,OWN,VENTURE,14400,,7,NO,A,1
28,78000,12,MORTGAGE,HOME_IMPROVEMENT,13000,,9,NO,B,1
31,78000,6,MORTGAGE,VENTURE,8000,10.0,6,NO,B,1
35,78000,9,MORTGAGE,DEBT_CONSOLIDATION,10000,6.54,8,NO,A,1
27,78000,2,MORTGAGE,MEDICAL,7000,9.62,6,NO,B,1
28,78000,12,OWN,MEDICAL,5250,5.79,10,NO,A,1
30,78000,2,MORTGAGE,EDUCATION,10800,10.36,9,NO,B,1
33,45600,0,RENT,DEBT_CONSOLIDATION,11200,5.79,8,NO,A,1
31,46000,4,RENT,DEBT_CONSOLIDATION,11200,14.27,6,YES,C,1
28,46739,0,RENT,MEDICAL,11200,13.48,8,NO,C,1
27,72000,11,MORTGAGE,PERSONAL,5000,11.86,10,NO,B,0
27,78000,3,OWN,MEDICAL,12000,15.58,7,NO,D,1
31,48000,5,RENT,EDUCATION,11200,,5,NO,B,1
28,48000,1,RENT,PERSONAL,11200,14.26,6,NO,C,1
32,78000,5,MORTGAGE,DEBT_CONSOLIDATION,5400,7.88,6,NO,A,1
30,46800,7,RENT,EDUCATION,11200,13.98,7,YES,C,0
33,55259,15,RENT,EDUCATION,11200,17.49,5,NO,D,1
35,40000,3,OWN,PERSONAL,11325,15.96,10,YES,C,1
29,78000,13,MORTGAGE,VENTURE,10000,12.73,7,NO,C,1
29,60000,2,RENT,VENTURE,11200,14.22,10,YES,C,1
27,78000,4,OWN,VENTURE,6000,12.18,10,NO,B,1
27,78000,1,MORTGAGE,VENTURE,5125,8.59,8,NO,A,1
33,78000,3,MORTGAGE,MEDICAL,20000,12.18,8,NO,B,1
27,78000,2,OWN,PERSONAL,15000,8.94,7,NO,A,1
28,63000,1,RENT,EDUCATION,11200,12.99,7,YES,C,1
35,72000,2,MORTGAGE,EDUCATION,20000,16.7,9,YES,E,0
32,63800,6,RENT,HOME_IMPROVEMENT,11200,14.74,8,NO,D,1
34,60500,3,RENT,DEBT_CONSOLIDATION,11200,15.62,10,YES,D,0
29,61200,2,MORTGAGE,MEDICAL,15000,17.58,5,NO,F,0
33,70000,0,RENT,EDUCATION,11200,8.94,6,NO,A,1
30,72000,5,MORTGAGE,HOME_IMPROVEMENT,7500,9.76,9,NO,B,0
30,69000,3,RENT,EDUCATION,11200,12.42,6,NO,B,0
30,75000,6,RENT,MEDICAL,11200,13.16,5,YES,C,1
32,78096,4,MORTGAGE,EDUCATION,10000,10.99,5,NO,B,1
34,74000,3,RENT,EDUCATION,11200,11.66,10,NO,C,0
35,78252,19,MORTGAGE,VENTURE,30000,17.58,8,NO,D,1
35,83000,19,RENT,PERSONAL,11200,10.65,10,NO,B,1
28,85000,7,RENT,DEBT_CONSOLIDATION,11200,9.91,10,NO,B,1
29,78300,1,MORTGAGE,VENTURE,10000,18.09,9,YES,F,1
34,78301,6,MORTGAGE,DEBT_CONSOLIDATION,17000,6.62,9,NO,A,1
32,78400,2,MORTGAGE,EDUCATION,1200,10.0,5,NO,B,1
29,87500,2,RENT,EDUCATION,11200,,8,NO,B,1
28,78408,,MORTGAGE,EDUCATION,6000,15.23,8,NO,C,1
31,78408,10,MORTGAGE,VENTURE,15000,12.18,8,NO,B,1
30,78411,15,OTHER,VENTURE,15850,11.14,5,NO,B,1
28,78465,9,OWN,VENTURE,14000,11.36,10,NO,B,1
27,101000,2,RENT,DEBT_CONSOLIDATION,11200,10.99,6,NO,B,1
31,79050,7,RENT,MEDICAL,11200,13.99,8,NO,C,0
35,78750,3,MORTGAGE,DEBT_CONSOLIDATION,10750,12.23,8,NO,C,1
35,78862,14,MORTGAGE,EDUCATION,25000,12.49,9,YES,D,1
29,42000,1,RENT,MEDICAL,11300,9.99,5,NO,B,1
35,56472,5,RENT,HOME_IMPROVEMENT,11300,14.42,7,NO,D,1
28,78996,10,MORTGAGE,HOME_IMPROVEMENT,12000,13.16,5,YES,C,1
29,25000,4,RENT,EDUCATION,11325,,5,NO,B,0
33,43200,6,RENT,DEBT_CONSOLIDATION,11350,7.88,7,NO,A,1
31,35000,1,RENT,VENTURE,11400,6.91,8,NO,A,0
27,79000,6,MORTGAGE,VENTURE,13000,,8,NO,A,1
31,79000,14,MORTGAGE,DEBT_CONSOLIDATION,20000,13.49,6,NO,C,1
32,79000,0,MORTGAGE,HOME_IMPROVEMENT,7800,,8,NO,A,1
30,79000,11,MORTGAGE,DEBT_CONSOLIDATION,20000,13.72,10,NO,C,1
27,52500,7,RENT,PERSONAL,11425,7.51,7,NO,A,1
27,79000,4,MORTGAGE,PERSONAL,9000,6.76,10,NO,A,1
30,79000,14,MORTGAGE,PERSONAL,7500,7.14,8,NO,A,1
27,79000,11,MORTGAGE,HOME_IMPROVEMENT,2875,14.59,10,YES,D,1
32,30000,1,RENT,MEDICAL,11450,9.99,6,NO,B,0
27,73000,0,MORTGAGE,HOME_IMPROVEMENT,10500,11.83,6,NO,B,0
29,79000,1,MORTGAGE,DEBT_CONSOLIDATION,7000,,9,NO,A,1
28,79000,4,MORTGAGE,VENTURE,2000,16.0,10,YES,D,1
34,79000,1,MORTGAGE,PERSONAL,4800,9.32,6,NO,A,1
30,79000,3,MORTGAGE,HOME_IMPROVEMENT,6000,9.63,8,NO,A,1
31,79000,1,MORTGAGE,DEBT_CONSOLIDATION,5000,8.0,9,NO,A,1
29,40000,7,RENT,PERSONAL,11450,8.49,5,NO,A,1
30,65000,14,RENT,PERSONAL,11475,13.72,6,NO,C,1
28,22188,9,RENT,EDUCATION,11500,8.49,5,NO,A,0
31,79100,4,MORTGAGE,MEDICAL,19150,6.99,7,NO,A,1
33,79112,17,MORTGAGE,VENTURE,4000,10.36,6,NO,B,1
29,79200,,MORTGAGE,VENTURE,8000,5.42,9,NO,A,1
28,25200,5,RENT,PERSONAL,11500,14.46,6,YES,D,0
27,79200,1,OWN,HOME_IMPROVEMENT,15000,17.14,8,NO,E,1
27,30000,2,RENT,VENTURE,11500,10.36,6,NO,B,0
30,79416,12,MORTGAGE,MEDICAL,6000,13.49,8,YES,C,1
27,30000,6,RENT,VENTURE,11500,10.36,7,NO,B,0
33,79440,12,MORTGAGE,MEDICAL,5525,13.85,9,YES,C,1
30,32000,15,RENT,VENTURE,11500,15.23,6,NO,C,0
29,32000,3,RENT,MEDICAL,11500,14.22,7,NO,C,0
35,79500,5,MORTGAGE,PERSONAL,9600,14.61,5,YES,D,1
28,79536,12,MORTGAGE,PERSONAL,16425,7.9,8,NO,A,1
27,34928,1,RENT,HOME_IMPROVEMENT,11500,16.0,5,NO,E,0
30,36000,5,RENT,EDUCATION,11500,15.27,8,YES,C,0
32,40000,2,OWN,VENTURE,7000,12.68,10,YES,C,1
28,30000,0,RENT,MEDICAL,11500,14.46,5,YES,D,0
35,79750,5,MORTGAGE,DEBT_CONSOLIDATION,35000,11.99,5,NO,B,1
27,38500,0,RENT,DEBT_CONSOLIDATION,11500,12.42,9,NO,B,1
31,79800,3,MORTGAGE,PERSONAL,5000,6.91,9,NO,A,1
29,79800,2,MORTGAGE,DEBT_CONSOLIDATION,6000,7.14,8,NO,A,1
32,79872,4,MORTGAGE,DEBT_CONSOLIDATION,12000,12.68,10,NO,C,1
29,79894,7,MORTGAGE,VENTURE,20000,14.96,10,YES,D,1
33,79985,6,MORTGAGE,EDUCATION,8000,21.36,5,NO,F,1
28,40000,2,OWN,VENTURE,5000,10.0,5,NO,B,1
28,79995,3,OWN,PERSONAL,15000,,10,NO,C,1
35,48000,3,RENT,MEDICAL,11500,11.11,9,NO,B,1
35,50000,4,RENT,PERSONAL,11500,12.42,8,NO,B,1
35,40000,0,OWN,PERSONAL,5000,6.92,5,NO,A,1
28,80000,5,MORTGAGE,HOME_IMPROVEMENT,9000,12.69,6,NO,B,1
29,74000,13,RENT,HOME_IMPROVEMENT,11500,11.71,10,NO,B,1
32,74500,1,RENT,VENTURE,11500,7.05,8,NO,A,1
33,92259,2,RENT,EDUCATION,11500,10.0,7,NO,B,1
35,110000,2,RENT,VENTURE,11500,11.49,10,NO,B,1
27,78262,4,RENT,HOME_IMPROVEMENT,11525,,8,NO,B,1
34,80000,,MORTGAGE,PERSONAL,15000,6.03,10,NO,A,1
32,65000,2,RENT,HOME_IMPROVEMENT,11600,13.49,8,YES,C,1
34,74000,13,MORTGAGE,VENTURE,10000,15.96,10,YES,C,0
27,80000,11,MORTGAGE,PERSONAL,8500,6.03,6,NO,A,1
32,25000,4,RENT,MEDICAL,11700,12.68,10,YES,C,0
31,35000,6,RENT,MEDICAL,11700,13.06,9,NO,C,0
27,44004,1,RENT,EDUCATION,11750,15.31,8,YES,D,0
29,80000,13,MORTGAGE,EDUCATION,10000,7.9,9,NO,A,1
28,80000,12,MORTGAGE,DEBT_CONSOLIDATION,12000,6.03,6,NO,A,1
27,98000,3,RENT,EDUCATION,11750,13.47,6,YES,C,1
28,80000,12,OWN,EDUCATION,8400,7.9,5,NO,A,1
30,80000,2,MORTGAGE,EDUCATION,3000,6.62,9,NO,A,1
27,80000,11,MORTGAGE,EDUCATION,7500,11.71,10,NO,B,1
27,80000,4,MORTGAGE,PERSONAL,6000,6.03,10,NO,A,1
33,30000,3,RENT,DEBT_CONSOLIDATION,11975,9.99,8,NO,B,0
27,42000,1,RENT,MEDICAL,11975,12.53,6,NO,B,1
31,80000,13,MORTGAGE,EDUCATION,20000,8.9,10,NO,A,1
33,58344,5,RENT,VENTURE,11975,16.29,9,YES,D,1
27,80000,7,MORTGAGE,DEBT_CONSOLIDATION,7400,12.69,7,NO,B,1
32,80000,15,MORTGAGE,VENTURE,12000,5.99,8,NO,A,1
30,22452,2,RENT,VENTURE,12000,7.29,5,NO,A,0
29,80000,14,MORTGAGE,HOME_IMPROVEMENT,25000,7.49,7,NO,A,1
34,80000,4,MORTGAGE,HOME_IMPROVEMENT,11000,10.99,6,NO,B,1
32,24000,2,RENT,MEDICAL,12000,,8,NO,A,0
30,62900,2,MORTGAGE,MEDICAL,10000,,6,NO,B,0
27,80000,2,MORTGAGE,EDUCATION,12000,6.99,6,NO,A,1
28,25000,1,RENT,MEDICAL,12000,9.83,9,NO,B,0
30,80000,0,MORTGAGE,HOME_IMPROVEMENT,11000,,6,NO,A,1
34,25200,6,RENT,PERSONAL,12000,13.48,10,NO,C,0
30,25536,,RENT,MEDICAL,12000,14.79,10,YES,C,0
29,80000,5,MORTGAGE,MEDICAL,22000,10.59,10,NO,B,1
27,80000,5,MORTGAGE,PERSONAL,35000,,8,NO,C,1
34,80000,3,MORTGAGE,VENTURE,3600,5.99,9,NO,A,1
28,80000,6,MORTGAGE,HOME_IMPROVEMENT,4400,,5,NO,B,1
32,80000,14,MORTGAGE,DEBT_CONSOLIDATION,15350,8.49,7,NO,A,1
27,26237,0,RENT,VENTURE,12000,13.22,5,NO,C,0
32,26400,12,RENT,VENTURE,12000,6.17,9,NO,A,0
29,27000,1,RENT,DEBT_CONSOLIDATION,12000,13.24,6,YES,D,0
27,28000,8,RENT,MEDICAL,12000,7.51,9,NO,A,0
30,28000,5,RENT,PERSONAL,12000,14.22,8,NO,C,0
28,28080,0,RENT,DEBT_CONSOLIDATION,12000,7.88,5,NO,A,0
31,80000,7,MORTGAGE,PERSONAL,25000,9.99,10,NO,B,1
27,80000,6,MORTGAGE,MEDICAL,23750,10.99,9,NO,B,1
34,30000,2,RENT,PERSONAL,12000,,6,NO,A,0
28,30000,4,RENT,DEBT_CONSOLIDATION,12000,6.62,7,NO,A,0
34,30000,2,RENT,HOME_IMPROVEMENT,12000,8.9,8,NO,A,0
29,30000,0,RENT,PERSONAL,12000,10.36,7,NO,B,0
30,80000,7,MORTGAGE,VENTURE,16800,10.99,8,NO,B,1
30,30000,4,RENT,DEBT_CONSOLIDATION,12000,15.21,6,YES,D,0
27,30000,5,RENT,EDUCATION,12000,11.36,9,NO,B,0
28,80000,11,MORTGAGE,PERSONAL,16000,5.99,7,NO,A,1
30,80000,1,MORTGAGE,EDUCATION,4975,10.59,9,NO,B,1
31,30000,4,RENT,DEBT_CONSOLIDATION,12000,10.39,9,NO,B,0
34,80000,5,MORTGAGE,PERSONAL,12000,7.49,9,NO,A,1
34,30412,4,RENT,MEDICAL,12000,10.38,5,NO,B,0
30,31200,0,RENT,PERSONAL,12000,16.45,7,YES,E,0
35,80000,5,OWN,PERSONAL,15000,15.99,9,YES,D,1
30,80000,2,MORTGAGE,VENTURE,6000,14.17,6,YES,C,1
31,74000,13,MORTGAGE,VENTURE,1500,12.68,10,NO,C,0
31,80000,4,MORTGAGE,HOME_IMPROVEMENT,16000,13.8,9,NO,C,1
29,32000,3,RENT,PERSONAL,12000,,9,NO,A,0
31,80000,6,MORTGAGE,EDUCATION,12750,7.29,10,NO,A,1
27,80000,0,MORTGAGE,PERSONAL,8000,9.63,6,NO,B,1
28,32000,12,RENT,DEBT_CONSOLIDATION,12000,7.88,9,NO,A,0
28,32400,3,RENT,DEBT_CONSOLIDATION,12000,14.26,10,NO,C,0
31,80000,10,MORTGAGE,MEDICAL,10000,,5,NO,A,1
29,32800,13,RENT,MEDICAL,12000,16.45,9,NO,E,0
32,33000,1,RENT,EDUCATION,12000,6.54,8,NO,A,0
28,80000,5,MORTGAGE,HOME_IMPROVEMENT,15000,14.17,8,NO,C,1
28,80000,0,MORTGAGE,HOME_IMPROVEMENT,6500,11.11,7,NO,B,1
27,80000,3,MORTGAGE,DEBT_CONSOLIDATION,3000,11.11,7,NO,B,1
27,33000,3,RENT,MEDICAL,12000,10.75,5,NO,B,0
28,33280,6,RENT,PERSONAL,12000,7.66,9,NO,A,0
27,80000,0,MORTGAGE,DEBT_CONSOLIDATION,10000,12.68,5,NO,C,1
33,80000,9,MORTGAGE,VENTURE,6000,11.11,7,NO,B,1
